 ,mixture_ID,mixture_path,source_1_path,source_2_path,noise_path,length
Data 1 Target1No 8Cycle No 14Group Depth100m_Data 2 Target2No 6Cycle No 19Group Depth700m.wav,Data 1 Target1No 8Cycle No 14Group Depth100m_Data 2 Target2No 6Cycle No 19Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 14Group Depth100m_Data 2 Target2No 6Cycle No 19Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 14Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 19Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise72.wav,58750
Data 1 Target1No 8Cycle No 14Group Depth1100m_Data 2 Target2No 4Cycle No 11Group Depth1100m.wav,Data 1 Target1No 8Cycle No 14Group Depth1100m_Data 2 Target2No 4Cycle No 11Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 14Group Depth1100m_Data 2 Target2No 4Cycle No 11Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 14Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 11Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2088.wav,58749
Data 1 Target1No 8Cycle No 14Group Depth1200m_Data 2 Target2No 1Cycle No 14Group Depth1200m.wav,Data 1 Target1No 8Cycle No 14Group Depth1200m_Data 2 Target2No 1Cycle No 14Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 14Group Depth1200m_Data 2 Target2No 1Cycle No 14Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 14Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 14Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1458.wav,58750
Data 1 Target1No 8Cycle No 14Group Depth1200m_Data 2 Target2No 2Cycle No 2Group Depth1400m.wav,Data 1 Target1No 8Cycle No 14Group Depth1200m_Data 2 Target2No 2Cycle No 2Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 14Group Depth1200m_Data 2 Target2No 2Cycle No 2Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 14Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 2Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise475.wav,58750
Data 1 Target1No 8Cycle No 14Group Depth1200m_Data 2 Target2No 7Cycle No 1Group Depth500m.wav,Data 1 Target1No 8Cycle No 14Group Depth1200m_Data 2 Target2No 7Cycle No 1Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 14Group Depth1200m_Data 2 Target2No 7Cycle No 1Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 14Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 1Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2052.wav,58750
Data 1 Target1No 8Cycle No 14Group Depth300m_Data 2 Target2No 3Cycle No 5Group Depth700m.wav,Data 1 Target1No 8Cycle No 14Group Depth300m_Data 2 Target2No 3Cycle No 5Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 14Group Depth300m_Data 2 Target2No 3Cycle No 5Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 14Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 5Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise693.wav,58750
Data 1 Target1No 8Cycle No 14Group Depth300m_Data 2 Target2No 8Cycle No 14Group Depth900m.wav,Data 1 Target1No 8Cycle No 14Group Depth300m_Data 2 Target2No 8Cycle No 14Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 14Group Depth300m_Data 2 Target2No 8Cycle No 14Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 14Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 14Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2043.wav,58750
Data 1 Target1No 8Cycle No 14Group Depth500m_Data 2 Target2No 7Cycle No 20Group Depth1200m.wav,Data 1 Target1No 8Cycle No 14Group Depth500m_Data 2 Target2No 7Cycle No 20Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 14Group Depth500m_Data 2 Target2No 7Cycle No 20Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 14Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 20Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise206.wav,58750
Data 1 Target1No 8Cycle No 15Group Depth1000m_Data 2 Target2No 10Cycle No 10Group Depth1300m.wav,Data 1 Target1No 8Cycle No 15Group Depth1000m_Data 2 Target2No 10Cycle No 10Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth1000m_Data 2 Target2No 10Cycle No 10Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 10Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1285.wav,58749
Data 1 Target1No 8Cycle No 15Group Depth1300m_Data 2 Target2No 1Cycle No 17Group Depth400m.wav,Data 1 Target1No 8Cycle No 15Group Depth1300m_Data 2 Target2No 1Cycle No 17Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth1300m_Data 2 Target2No 1Cycle No 17Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 17Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise799.wav,58750
Data 1 Target1No 8Cycle No 15Group Depth1300m_Data 2 Target2No 9Cycle No 14Group Depth400m.wav,Data 1 Target1No 8Cycle No 15Group Depth1300m_Data 2 Target2No 9Cycle No 14Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth1300m_Data 2 Target2No 9Cycle No 14Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 14Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise967.wav,58749
Data 1 Target1No 8Cycle No 15Group Depth1300m_Data 2 Target2No 9Cycle No 18Group Depth500m.wav,Data 1 Target1No 8Cycle No 15Group Depth1300m_Data 2 Target2No 9Cycle No 18Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth1300m_Data 2 Target2No 9Cycle No 18Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 18Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1018.wav,58749
Data 1 Target1No 8Cycle No 15Group Depth200m_Data 2 Target2No 9Cycle No 14Group Depth200m.wav,Data 1 Target1No 8Cycle No 15Group Depth200m_Data 2 Target2No 9Cycle No 14Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth200m_Data 2 Target2No 9Cycle No 14Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 14Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1613.wav,58749
Data 1 Target1No 8Cycle No 15Group Depth300m_Data 2 Target2No 7Cycle No 19Group Depth1400m.wav,Data 1 Target1No 8Cycle No 15Group Depth300m_Data 2 Target2No 7Cycle No 19Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth300m_Data 2 Target2No 7Cycle No 19Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 19Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise209.wav,58750
Data 1 Target1No 8Cycle No 15Group Depth600m_Data 2 Target2No 4Cycle No 19Group Depth1300m.wav,Data 1 Target1No 8Cycle No 15Group Depth600m_Data 2 Target2No 4Cycle No 19Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth600m_Data 2 Target2No 4Cycle No 19Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth600m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 19Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2144.wav,58750
Data 1 Target1No 8Cycle No 15Group Depth800m_Data 2 Target2No 4Cycle No 17Group Depth1200m.wav,Data 1 Target1No 8Cycle No 15Group Depth800m_Data 2 Target2No 4Cycle No 17Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth800m_Data 2 Target2No 4Cycle No 17Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 17Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1964.wav,58750
Data 1 Target1No 8Cycle No 15Group Depth900m_Data 2 Target2No 10Cycle No 16Group Depth1100m.wav,Data 1 Target1No 8Cycle No 15Group Depth900m_Data 2 Target2No 10Cycle No 16Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth900m_Data 2 Target2No 10Cycle No 16Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 10Cycle No 16Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise424.wav,58749
Data 1 Target1No 8Cycle No 15Group Depth900m_Data 2 Target2No 1Cycle No 5Group Depth200m.wav,Data 1 Target1No 8Cycle No 15Group Depth900m_Data 2 Target2No 1Cycle No 5Group Depth200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth900m_Data 2 Target2No 1Cycle No 5Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 5Group Depth200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise405.wav,58750
Data 1 Target1No 8Cycle No 15Group Depth900m_Data 2 Target2No 2Cycle No 4Group Depth1100m.wav,Data 1 Target1No 8Cycle No 15Group Depth900m_Data 2 Target2No 2Cycle No 4Group Depth1100m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 15Group Depth900m_Data 2 Target2No 2Cycle No 4Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 15Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 4Group Depth1100m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise531.wav,58749
Data 1 Target1No 8Cycle No 16Group Depth1000m_Data 2 Target2No 1Cycle No 1Group Depth500m.wav,Data 1 Target1No 8Cycle No 16Group Depth1000m_Data 2 Target2No 1Cycle No 1Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth1000m_Data 2 Target2No 1Cycle No 1Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 1Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1205.wav,58749
Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 3Cycle No 7Group Depth1000m.wav,Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 3Cycle No 7Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 3Cycle No 7Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 7Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1865.wav,58749
Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 7Cycle No 9Group Depth1200m.wav,Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 7Cycle No 9Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 7Cycle No 9Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 9Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise980.wav,58750
Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 8Cycle No 7Group Depth1000m.wav,Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 8Cycle No 7Group Depth1000m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 8Cycle No 7Group Depth1000m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 7Group Depth1000m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2077.wav,58749
Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 9Cycle No 15Group Depth500m.wav,Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 9Cycle No 15Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth100m_Data 2 Target2No 9Cycle No 15Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 15Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise731.wav,58749
Data 1 Target1No 8Cycle No 16Group Depth1200m_Data 2 Target2No 7Cycle No 15Group Depth1500m.wav,Data 1 Target1No 8Cycle No 16Group Depth1200m_Data 2 Target2No 7Cycle No 15Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth1200m_Data 2 Target2No 7Cycle No 15Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 15Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2115.wav,58750
Data 1 Target1No 8Cycle No 16Group Depth1500m_Data 2 Target2No 3Cycle No 12Group Depth500m.wav,Data 1 Target1No 8Cycle No 16Group Depth1500m_Data 2 Target2No 3Cycle No 12Group Depth500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth1500m_Data 2 Target2No 3Cycle No 12Group Depth500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 12Group Depth500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2200.wav,58750
Data 1 Target1No 8Cycle No 16Group Depth1500m_Data 2 Target2No 4Cycle No 19Group Depth900m.wav,Data 1 Target1No 8Cycle No 16Group Depth1500m_Data 2 Target2No 4Cycle No 19Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth1500m_Data 2 Target2No 4Cycle No 19Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 4Cycle No 19Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1352.wav,58750
Data 1 Target1No 8Cycle No 16Group Depth200m_Data 2 Target2No 6Cycle No 2Group Depth1200m.wav,Data 1 Target1No 8Cycle No 16Group Depth200m_Data 2 Target2No 6Cycle No 2Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth200m_Data 2 Target2No 6Cycle No 2Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 6Cycle No 2Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1798.wav,58750
Data 1 Target1No 8Cycle No 16Group Depth400m_Data 2 Target2No 3Cycle No 6Group Depth700m.wav,Data 1 Target1No 8Cycle No 16Group Depth400m_Data 2 Target2No 3Cycle No 6Group Depth700m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth400m_Data 2 Target2No 3Cycle No 6Group Depth700m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 6Group Depth700m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1380.wav,58750
Data 1 Target1No 8Cycle No 16Group Depth800m_Data 2 Target2No 2Cycle No 16Group Depth1500m.wav,Data 1 Target1No 8Cycle No 16Group Depth800m_Data 2 Target2No 2Cycle No 16Group Depth1500m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth800m_Data 2 Target2No 2Cycle No 16Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth800m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 16Group Depth1500m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2109.wav,58750
Data 1 Target1No 8Cycle No 16Group Depth900m_Data 2 Target2No 2Cycle No 14Group Depth1300m.wav,Data 1 Target1No 8Cycle No 16Group Depth900m_Data 2 Target2No 2Cycle No 14Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth900m_Data 2 Target2No 2Cycle No 14Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 14Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2407.wav,58750
Data 1 Target1No 8Cycle No 16Group Depth900m_Data 2 Target2No 9Cycle No 1Group Depth400m.wav,Data 1 Target1No 8Cycle No 16Group Depth900m_Data 2 Target2No 9Cycle No 1Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 16Group Depth900m_Data 2 Target2No 9Cycle No 1Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 16Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 1Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise136.wav,58749
Data 1 Target1No 8Cycle No 17Group Depth100m_Data 2 Target2No 7Cycle No 11Group Depth400m.wav,Data 1 Target1No 8Cycle No 17Group Depth100m_Data 2 Target2No 7Cycle No 11Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth100m_Data 2 Target2No 7Cycle No 11Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 7Cycle No 11Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1884.wav,58750
Data 1 Target1No 8Cycle No 17Group Depth1100m_Data 2 Target2No 5Cycle No 13Group Depth900m.wav,Data 1 Target1No 8Cycle No 17Group Depth1100m_Data 2 Target2No 5Cycle No 13Group Depth900m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth1100m_Data 2 Target2No 5Cycle No 13Group Depth900m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 5Cycle No 13Group Depth900m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise297.wav,58749
Data 1 Target1No 8Cycle No 17Group Depth1100m_Data 2 Target2No 8Cycle No 19Group Depth400m.wav,Data 1 Target1No 8Cycle No 17Group Depth1100m_Data 2 Target2No 8Cycle No 19Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth1100m_Data 2 Target2No 8Cycle No 19Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth1100m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 19Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise1163.wav,58749
Data 1 Target1No 8Cycle No 17Group Depth1300m_Data 2 Target2No 1Cycle No 12Group Depth300m.wav,Data 1 Target1No 8Cycle No 17Group Depth1300m_Data 2 Target2No 1Cycle No 12Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth1300m_Data 2 Target2No 1Cycle No 12Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 12Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2006.wav,58750
Data 1 Target1No 8Cycle No 17Group Depth1400m_Data 2 Target2No 8Cycle No 21Group Depth300m.wav,Data 1 Target1No 8Cycle No 17Group Depth1400m_Data 2 Target2No 8Cycle No 21Group Depth300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth1400m_Data 2 Target2No 8Cycle No 21Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 8Cycle No 21Group Depth300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise262.wav,58750
Data 1 Target1No 8Cycle No 17Group Depth1500m_Data 2 Target2No 3Cycle No 19Group Depth400m.wav,Data 1 Target1No 8Cycle No 17Group Depth1500m_Data 2 Target2No 3Cycle No 19Group Depth400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth1500m_Data 2 Target2No 3Cycle No 19Group Depth400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth1500m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 3Cycle No 19Group Depth400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise814.wav,58750
Data 1 Target1No 8Cycle No 17Group Depth200m_Data 2 Target2No 1Cycle No 14Group Depth1400m.wav,Data 1 Target1No 8Cycle No 17Group Depth200m_Data 2 Target2No 1Cycle No 14Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth200m_Data 2 Target2No 1Cycle No 14Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 1Cycle No 14Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise614.wav,58750
Data 1 Target1No 8Cycle No 17Group Depth200m_Data 2 Target2No 2Cycle No 7Group Depth1300m.wav,Data 1 Target1No 8Cycle No 17Group Depth200m_Data 2 Target2No 2Cycle No 7Group Depth1300m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth200m_Data 2 Target2No 2Cycle No 7Group Depth1300m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 2Cycle No 7Group Depth1300m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise362.wav,58750
Data 1 Target1No 8Cycle No 17Group Depth200m_Data 2 Target2No 9Cycle No 14Group Depth1200m.wav,Data 1 Target1No 8Cycle No 17Group Depth200m_Data 2 Target2No 9Cycle No 14Group Depth1200m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth200m_Data 2 Target2No 9Cycle No 14Group Depth1200m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth200m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 14Group Depth1200m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise255.wav,58749
Data 1 Target1No 8Cycle No 17Group Depth300m_Data 2 Target2No 9Cycle No 1Group Depth1400m.wav,Data 1 Target1No 8Cycle No 17Group Depth300m_Data 2 Target2No 9Cycle No 1Group Depth1400m,D:\Codes/Asteroid\Sanya\train\mix_both\Data 1 Target1No 8Cycle No 17Group Depth300m_Data 2 Target2No 9Cycle No 1Group Depth1400m.wav,D:\Codes\Asteroid\Sanya\train\s1\Data 1 Target1No 8Cycle No 17Group Depth300m.wav,D:\Codes\Asteroid\Sanya\train\s2\Data 2 Target2No 9Cycle No 1Group Depth1400m.wav,D:\Codes/Asteroid\Sanya\train\noise\noise2456.wav,58749
